Season,gmDate,HomeTeam,HomeConf,HomeDiv,HomeRslt,HomePts,RoadTeam,RoadCOnf,RoadDiv,RoadPts
2016,12/8/2016,UTA,West,Northwest,Loss,99,GS,West,Pacific,106
2016,12/8/2016,CHI,East,Central,Win,95,SA,West,Southwest,91
2016,12/9/2016,CHA,East,Southeast,Win,109,ORL,East,Southeast,88
2016,12/9/2016,BOS,East,Atlantic,Loss,94,TOR,East,Atlantic,101
2016,12/9/2016,CLE,East,Central,Win,114,MIA,East,Southeast,84
2016,12/9/2016,MIL,East,Central,Loss,110,ATL,East,Southeast,114
2016,12/9/2016,MIN,West,Northwest,Loss,90,DET,East,Central,117
2016,12/9/2016,OKC,West,Northwest,Loss,99,HOU,West,Southwest,102
2016,12/9/2016,DAL,West,Southwest,Win,111,IND,East,Central,103
2016,12/9/2016,LAL,West,Pacific,Loss,115,PHO,West,Pacific,119
2016,12/9/2016,SAC,West,Pacific,Loss,100,NY,East,Atlantic,103
2016,12/10/2016,IND,East,Central,Win,118,POR,West,Northwest,111
2016,12/10/2016,ORL,East,Southeast,Loss,113,DEN,West,Northwest,121
2016,12/10/2016,WAS,East,Southeast,Win,110,MIL,East,Central,105
2016,12/10/2016,CLE,East,Central,Win,116,CHA,East,Southeast,105
2016,12/10/2016,CHI,East,Central,Win,105,MIA,East,Southeast,100
2016,12/10/2016,HOU,West,Southwest,Win,109,DAL,West,Southwest,87
2016,12/10/2016,MEM,West,Southwest,Win,110,GS,West,Pacific,89
2016,12/10/2016,SA,West,Southwest,Win,130,BKN,East,Atlantic,101
2016,12/10/2016,UTA,West,Northwest,Win,104,SAC,West,Pacific,84
2016,12/10/2016,LAC,West,Pacific,Win,133,NO,West,Southwest,105
2016,12/11/2016,DET,East,Central,Loss,79,PHI,East,Atlantic,97
2016,12/11/2016,MIN,West,Northwest,Loss,108,GS,West,Pacific,116
2016,12/11/2016,OKC,West,Northwest,Win,99,BOS,East,Atlantic,96
2016,12/11/2016,PHO,West,Pacific,Loss,119,NO,West,Southwest,120
2016,12/11/2016,LAL,West,Pacific,Loss,112,NY,East,Atlantic,118
2016,12/12/2016,IND,East,Central,Win,110,CHA,East,Southeast,94
2016,12/12/2016,MIA,East,Southeast,Win,112,WAS,East,Southeast,101
2016,12/12/2016,TOR,East,Atlantic,Win,122,MIL,East,Central,100
2016,12/12/2016,HOU,West,Southwest,Win,122,BKN,East,Atlantic,118
2016,12/12/2016,DAL,West,Southwest,Win,112,DEN,West,Northwest,92
2016,12/12/2016,LAC,West,Pacific,Win,121,POR,West,Northwest,120
2016,12/12/2016,SAC,West,Pacific,Win,116,LAL,West,Pacific,92
2016,12/13/2016,CLE,East,Central,Win,103,MEM,West,Southwest,86
2016,12/13/2016,ATL,East,Southeast,Loss,120,ORL,East,Southeast,131
2016,12/13/2016,CHI,East,Central,Loss,94,MIN,West,Northwest,99
2016,12/13/2016,NO,West,Southwest,Loss,109,GS,West,Pacific,113
2016,12/13/2016,PHO,West,Pacific,Win,113,NY,East,Atlantic,111
2016,12/13/2016,POR,West,Northwest,Win,114,OKC,West,Northwest,95
2016,12/14/2016,MIA,East,Southeast,Win,95,IND,East,Central,89
2016,12/14/2016,ORL,East,Southeast,Loss,108,LAC,West,Pacific,113
2016,12/14/2016,PHI,East,Atlantic,Loss,114,TOR,East,Atlantic,123
2016,12/14/2016,WAS,East,Southeast,Win,109,CHA,East,Southeast,106
2016,12/14/2016,BKN,East,Atlantic,Win,107,LAL,West,Pacific,97
2016,12/14/2016,HOU,West,Southwest,Win,132,SAC,West,Pacific,98
2016,12/14/2016,MEM,West,Southwest,Win,93,CLE,East,Central,85
2016,12/14/2016,DAL,West,Southwest,Loss,85,DET,East,Central,95
2016,12/14/2016,UTA,West,Northwest,Win,109,OKC,West,Northwest,89
2016,12/14/2016,SA,West,Southwest,Win,108,BOS,East,Atlantic,101
2016,12/15/2016,MIL,East,Central,Win,108,CHI,East,Central,97
2016,12/15/2016,NO,West,Southwest,Win,102,IND,East,Central,95
2016,12/15/2016,DEN,West,Northwest,Win,132,POR,West,Northwest,120
2016,12/15/2016,PHO,West,Pacific,Loss,92,SA,West,Southwest,107
2016,12/15/2016,GS,West,Pacific,Win,103,NY,East,Atlantic,90
2016,12/16/2016,ORL,East,Southeast,Win,118,BKN,East,Atlantic,111
2016,12/16/2016,WAS,East,Southeast,Win,122,DET,East,Central,108
2016,12/16/2016,BOS,East,Atlantic,Win,96,CHA,East,Southeast,88
2016,12/16/2016,TOR,East,Atlantic,Loss,121,ATL,East,Southeast,125
2016,12/16/2016,CHI,East,Central,Loss,69,MIL,East,Central,95
2016,12/16/2016,HOU,West,Southwest,Win,122,NO,West,Southwest,100
2016,12/16/2016,MEM,West,Southwest,Loss,92,SAC,West,Pacific,96
2016,12/16/2016,MIA,East,Southeast,Loss,98,LAC,West,Pacific,102
2016,12/16/2016,PHI,East,Atlantic,Loss,89,LAL,West,Pacific,100
2016,12/16/2016,UTA,West,Northwest,Win,103,DAL,West,Southwest,100
2016,12/17/2016,OKC,West,Northwest,Win,114,PHO,West,Pacific,101
2016,12/17/2016,DET,East,Central,Loss,90,IND,East,Central,105
2016,12/17/2016,ATL,East,Southeast,Loss,99,CHA,East,Southeast,107
2016,12/17/2016,CLE,East,Central,Win,119,LAL,West,Pacific,108
2016,12/17/2016,MIN,West,Northwest,Loss,109,HOU,West,Southwest,111
2016,12/17/2016,DEN,West,Northwest,Win,127,NY,East,Atlantic,114
2016,12/17/2016,GS,West,Pacific,Win,135,POR,West,Northwest,90
2016,12/18/2016,WAS,East,Southeast,Win,117,LAC,West,Pacific,110
2016,12/18/2016,MEM,West,Southwest,Loss,73,UTA,West,Northwest,82
2016,12/18/2016,MIA,East,Southeast,Loss,95,BOS,East,Atlantic,105
2016,12/18/2016,ORL,East,Southeast,Loss,79,TOR,East,Atlantic,109
2016,12/18/2016,PHI,East,Atlantic,Win,108,BKN,East,Atlantic,107
2016,12/18/2016,DAL,West,Southwest,Win,99,SAC,West,Pacific,79
2016,12/18/2016,SA,West,Southwest,Win,113,NO,West,Southwest,100
2016,12/19/2016,IND,East,Central,Win,107,WAS,East,Southeast,105
2016,12/19/2016,CHI,East,Central,Win,113,DET,East,Central,82
2016,12/19/2016,MIN,West,Northwest,Win,115,PHO,West,Pacific,108
2016,12/19/2016,OKC,West,Northwest,Loss,108,ATL,East,Southeast,110
2016,12/19/2016,DEN,West,Northwest,Win,117,DAL,West,Southwest,107
2016,12/20/2016,CHA,East,Southeast,Win,117,LAL,West,Pacific,113
2016,12/20/2016,PHI,East,Atlantic,Loss,93,NO,West,Southwest,108
2016,12/20/2016,MIA,East,Southeast,Loss,130,ORL,East,Southeast,136
2016,12/20/2016,NY,East,Atlantic,Win,118,IND,East,Central,111
2016,12/20/2016,TOR,East,Atlantic,Win,116,BKN,East,Atlantic,104
2016,12/20/2016,HOU,West,Southwest,Loss,100,SA,West,Southwest,102
2016,12/20/2016,MEM,West,Southwest,Loss,109,BOS,East,Atlantic,112
2016,12/20/2016,MIL,East,Central,Loss,108,CLE,East,Central,114
2016,12/20/2016,GS,West,Pacific,Win,104,UTA,West,Northwest,74
2016,12/20/2016,LAC,West,Pacific,Win,119,DEN,West,Northwest,102
2016,12/20/2016,SAC,West,Pacific,Win,126,POR,West,Northwest,121
2016,12/21/2016,CLE,East,Central,Win,113,MIL,East,Central,102
2016,12/21/2016,ATL,East,Southeast,Loss,84,MIN,West,Northwest,92
2016,12/21/2016,DET,East,Central,Loss,86,MEM,West,Southwest,98
2016,12/21/2016,CHI,East,Central,Loss,97,WAS,East,Southeast,107
2016,12/21/2016,NO,West,Southwest,Loss,110,OKC,West,Northwest,121
2016,12/21/2016,PHO,West,Pacific,Loss,111,HOU,West,Southwest,125
2016,12/21/2016,UTA,West,Northwest,Loss,93,SAC,West,Pacific,94
2016,12/21/2016,POR,West,Northwest,Loss,95,DAL,West,Southwest,96
2016,12/22/2016,BKN,East,Atlantic,Loss,101,GS,West,Pacific,117
2016,12/22/2016,MIA,East,Southeast,Win,115,LAL,West,Pacific,107
2016,12/22/2016,NY,East,Atlantic,Win,106,ORL,East,Southeast,95
2016,12/22/2016,IND,East,Central,Loss,102,BOS,East,Atlantic,109
2016,12/22/2016,LAC,West,Pacific,Win,106,SA,West,Southwest,101
2016,12/23/2016,CHA,East,Southeast,Win,103,CHI,East,Central,91
2016,12/23/2016,ORL,East,Southeast,Win,109,LAL,West,Pacific,90
2016,12/23/2016,BOS,East,Atlantic,Loss,112,OKC,West,Northwest,117
2016,12/23/2016,CLE,East,Central,Win,119,BKN,East,Atlantic,99
2016,12/23/2016,DET,East,Central,Loss,113,GS,West,Pacific,119
2016,12/23/2016,MEM,West,Southwest,Win,115,HOU,West,Southwest,109
2016,12/23/2016,MIL,East,Central,Win,123,WAS,East,Southeast,96
2016,12/23/2016,MIN,West,Northwest,Loss,105,SAC,West,Pacific,109
2016,12/23/2016,NO,West,Southwest,Win,91,MIA,East,Southeast,87
2016,12/23/2016,DEN,West,Northwest,Loss,108,ATL,East,Southeast,109
2016,12/23/2016,PHO,West,Pacific,Win,123,PHI,East,Atlantic,116
2016,12/23/2016,UTA,West,Northwest,Loss,98,TOR,East,Atlantic,104
2016,12/23/2016,POR,West,Northwest,Loss,90,SA,West,Southwest,110
2016,12/23/2016,LAC,West,Pacific,Loss,88,DAL,West,Southwest,90
2016,12/25/2016,CLE,East,Central,Win,109,GS,West,Pacific,108
2016,12/25/2016,SA,West,Southwest,Win,119,CHI,East,Central,100
2016,12/25/2016,OKC,West,Northwest,Win,112,MIN,West,Northwest,100
2016,12/25/2016,LAL,West,Pacific,Win,111,LAC,West,Pacific,102
2016,12/25/2016,NY,East,Atlantic,Loss,114,BOS,East,Atlantic,119
2016,12/26/2016,ORL,East,Southeast,Win,112,MEM,West,Southwest,102
2016,12/26/2016,WAS,East,Southeast,Win,107,MIL,East,Central,102
2016,12/26/2016,BKN,East,Atlantic,Win,120,CHA,East,Southeast,118
2016,12/26/2016,DET,East,Central,Win,106,CLE,East,Central,90
2016,12/26/2016,CHI,East,Central,Win,90,IND,East,Central,85
2016,12/26/2016,HOU,West,Southwest,Win,131,PHO,West,Pacific,115
2016,12/26/2016,MIN,West,Northwest,Win,104,ATL,East,Southeast,90
2016,12/26/2016,NO,West,Southwest,Win,111,DAL,West,Southwest,104
2016,12/26/2016,POR,West,Northwest,Loss,91,TOR,East,Atlantic,95
2016,12/26/2016,LAC,West,Pacific,Loss,102,DEN,West,Northwest,106
2016,12/26/2016,SAC,West,Pacific,Win,102,PHI,East,Atlantic,100
2016,12/27/2016,BOS,East,Atlantic,Win,113,MEM,West,Southwest,103
2016,12/27/2016,MIA,East,Southeast,Loss,94,OKC,West,Northwest,106
2016,12/27/2016,DAL,West,Southwest,Loss,107,HOU,West,Southwest,123
2016,12/27/2016,LAL,West,Pacific,Loss,100,UTA,West,Northwest,102
2016,12/28/2016,ORL,East,Southeast,Loss,101,CHA,East,Southeast,120
2016,12/28/2016,WAS,East,Southeast,Win,111,IND,East,Central,105
2016,12/28/2016,ATL,East,Southeast,Win,102,NY,East,Atlantic,98
2016,12/28/2016,DET,East,Central,Loss,94,MIL,East,Central,119
2016,12/28/2016,CHI,East,Central,Win,101,BKN,East,Atlantic,99
2016,12/28/2016,NO,West,Southwest,Win,102,LAC,West,Pacific,98
2016,12/28/2016,SA,West,Southwest,Win,119,PHO,West,Pacific,98
2016,12/28/2016,DEN,West,Northwest,Win,105,MIN,West,Northwest,103
2016,12/28/2016,POR,West,Northwest,Win,102,SAC,West,Pacific,89
2016,12/28/2016,GS,West,Pacific,Win,121,TOR,East,Atlantic,111
2016,12/29/2016,CHA,East,Southeast,Win,91,MIA,East,Southeast,82
2016,12/29/2016,CLE,East,Central,Win,124,BOS,East,Atlantic,118
2016,12/29/2016,MEM,West,Southwest,Win,114,OKC,West,Northwest,80
2016,12/29/2016,PHO,West,Pacific,Win,99,TOR,East,Atlantic,91
2016,12/29/2016,UTA,West,Northwest,Win,100,PHI,East,Atlantic,83
2016,12/29/2016,LAL,West,Pacific,Loss,89,DAL,West,Southwest,101
2016,12/30/2016,IND,East,Central,Win,111,CHI,East,Central,101
2016,12/30/2016,WAS,East,Southeast,Win,118,BKN,East,Atlantic,95
2016,12/30/2016,BOS,East,Atlantic,Win,117,MIA,East,Southeast,114
2016,12/30/2016,ATL,East,Southeast,Win,105,DET,East,Central,98
2016,12/30/2016,HOU,West,Southwest,Win,140,LAC,West,Pacific,116
2016,12/30/2016,MIN,West,Northwest,Win,116,MIL,East,Central,99
2016,12/30/2016,NO,West,Southwest,Win,104,NY,East,Atlantic,92
2016,12/30/2016,SA,West,Southwest,Win,110,POR,West,Northwest,94
2016,12/30/2016,DEN,West,Northwest,Loss,122,PHI,East,Atlantic,124
2016,12/30/2016,GS,West,Pacific,Win,108,DAL,West,Southwest,99
2016,12/31/2016,SAC,West,Pacific,Loss,98,MEM,West,Southwest,112
2016,12/31/2016,CHI,East,Central,Loss,96,MIL,East,Central,116
2016,12/31/2016,CHA,East,Southeast,Loss,109,CLE,East,Central,121
2016,12/31/2016,HOU,West,Southwest,Win,129,NY,East,Atlantic,122
2016,12/31/2016,OKC,West,Northwest,Win,114,LAC,West,Pacific,88
2016,12/31/2016,UTA,West,Northwest,Win,91,PHO,West,Pacific,86
2016,1/1/2017,ATL,East,Southeast,Win,114,SA,West,Southwest,112
2016,1/1/2017,IND,East,Central,Win,117,ORL,East,Southeast,104
2016,1/1/2017,MIA,East,Southeast,Loss,98,DET,East,Central,107
2016,1/1/2017,MIN,West,Northwest,Loss,89,POR,West,Northwest,95
2016,1/1/2017,LAL,West,Pacific,Loss,114,TOR,East,Atlantic,123
2016,1/2/2017,CLE,East,Central,Win,90,NO,West,Southwest,82
2016,1/2/2017,MIL,East,Central,Win,98,OKC,West,Northwest,94
2016,1/2/2017,BKN,East,Atlantic,Loss,89,UTA,West,Northwest,101
2016,1/2/2017,NY,East,Atlantic,Loss,103,ORL,East,Southeast,115
2016,1/2/2017,CHI,East,Central,Win,118,CHA,East,Southeast,111
2016,1/2/2017,HOU,West,Southwest,Win,101,WAS,East,Southeast,91
2016,1/2/2017,GS,West,Pacific,Win,127,DEN,West,Northwest,119
2016,1/2/2017,LAC,West,Pacific,Win,109,PHO,West,Pacific,98
2016,1/3/2017,PHI,East,Atlantic,Win,93,MIN,West,Northwest,91
2016,1/3/2017,BOS,East,Atlantic,Win,115,UTA,West,Northwest,104
2016,1/3/2017,DET,East,Central,Loss,116,IND,East,Central,121
2016,1/3/2017,DAL,West,Southwest,Win,113,WAS,East,Southeast,105
2016,1/3/2017,SA,West,Southwest,Win,110,TOR,East,Atlantic,82
2016,1/3/2017,DEN,West,Northwest,Loss,113,SAC,West,Pacific,120
2016,1/3/2017,PHO,West,Pacific,Win,99,MIA,East,Southeast,90
2016,1/3/2017,LAL,West,Pacific,Win,116,MEM,West,Southwest,102
2016,1/4/2017,CHA,East,Southeast,Win,123,OKC,West,Northwest,112
2016,1/4/2017,ORL,East,Southeast,Loss,92,ATL,East,Southeast,111
2016,1/4/2017,NY,East,Atlantic,Loss,104,MIL,East,Central,105
2016,1/4/2017,CLE,East,Central,Loss,94,CHI,East,Central,106
2016,1/4/2017,GS,West,Pacific,Win,125,POR,West,Northwest,117
2016,1/4/2017,LAC,West,Pacific,Win,115,MEM,West,Southwest,106
2016,1/4/2017,SAC,West,Pacific,Loss,102,MIA,East,Southeast,107
2016,1/5/2017,IND,East,Central,Win,121,BKN,East,Atlantic,109
2016,1/5/2017,DET,East,Central,Win,115,CHA,East,Southeast,114
2016,1/5/2017,TOR,East,Atlantic,Win,101,UTA,West,Northwest,93
2016,1/5/2017,HOU,West,Southwest,Win,118,OKC,West,Northwest,116
2016,1/5/2017,NO,West,Southwest,Loss,94,ATL,East,Southeast,99
2016,1/5/2017,DAL,West,Southwest,Loss,95,PHO,West,Pacific,102
2016,1/5/2017,POR,West,Northwest,Win,118,LAL,West,Pacific,109
2016,1/5/2017,DEN,West,Northwest,Loss,99,SA,West,Southwest,127
2016,1/6/2017,ORL,East,Southeast,Loss,93,HOU,West,Southwest,100
2016,1/6/2017,WAS,East,Southeast,Win,112,MIN,West,Northwest,105
2016,1/6/2017,BOS,East,Atlantic,Win,110,PHI,East,Atlantic,106
2016,1/6/2017,BKN,East,Atlantic,Loss,108,CLE,East,Central,116
2016,1/6/2017,MIL,East,Central,Loss,111,NY,East,Atlantic,116
2016,1/6/2017,GS,West,Pacific,Loss,119,MEM,West,Southwest,128
2016,1/6/2017,LAL,West,Pacific,Win,127,MIA,East,Southeast,100
2016,1/6/2017,SAC,West,Pacific,Loss,98,LAC,West,Pacific,106
2016,1/7/2017,IND,East,Central,Win,123,NY,East,Atlantic,109
2016,1/7/2017,BOS,East,Atlantic,Win,117,NO,West,Southwest,108
2016,1/7/2017,CHI,East,Central,Win,123,TOR,East,Atlantic,118
2016,1/7/2017,MIN,West,Northwest,Loss,92,UTA,West,Northwest,94
2016,1/7/2017,OKC,West,Northwest,Win,121,DEN,West,Northwest,106
2016,1/7/2017,DAL,West,Southwest,Loss,82,ATL,East,Southeast,97
2016,1/7/2017,SA,West,Southwest,Win,102,CHA,East,Southeast,85
2016,1/8/2017,LAC,West,Pacific,Win,98,MIA,East,Southeast,86
2016,1/8/2017,MIL,East,Central,Loss,101,WAS,East,Southeast,107
2016,1/8/2017,TOR,East,Atlantic,Loss,122,HOU,West,Southwest,129
2016,1/8/2017,MEM,West,Southwest,Win,88,UTA,West,Northwest,79
2016,1/8/2017,PHO,West,Pacific,Loss,116,CLE,East,Central,120
2016,1/8/2017,SAC,West,Pacific,Loss,106,GS,West,Pacific,117
2016,1/8/2017,LAL,West,Pacific,Win,111,ORL,East,Southeast,95
2016,1/8/2017,BKN,East,Atlantic,Loss,95,PHI,East,Atlantic,105
2016,1/8/2017,POR,West,Northwest,Loss,124,DET,East,Central,125
2016,1/9/2017,NY,East,Atlantic,Loss,96,NO,West,Southwest,110
2016,1/9/2017,CHI,East,Central,Loss,94,OKC,West,Northwest,109
2016,1/9/2017,MIN,West,Northwest,Win,101,DAL,West,Southwest,92
2016,1/10/2017,WAS,East,Southeast,Win,101,CHI,East,Central,99
2016,1/10/2017,BKN,East,Atlantic,Loss,97,ATL,East,Southeast,117
2016,1/10/2017,TOR,East,Atlantic,Win,114,BOS,East,Atlantic,106
2016,1/10/2017,HOU,West,Southwest,Win,121,CHA,East,Southeast,114
2016,1/10/2017,SA,West,Southwest,Loss,107,MIL,East,Central,109
2016,1/10/2017,UTA,West,Northwest,Win,100,CLE,East,Central,92
2016,1/10/2017,GS,West,Pacific,Win,107,MIA,East,Southeast,95
2016,1/10/2017,LAL,West,Pacific,Loss,87,POR,West,Northwest,108
2016,1/10/2017,SAC,West,Pacific,Win,100,DET,East,Central,94
2016,1/11/2017,PHI,East,Atlantic,Win,98,NY,East,Atlantic,97
2016,1/11/2017,BOS,East,Atlantic,Win,117,WAS,East,Southeast,108
2016,1/11/2017,MIN,West,Northwest,Win,119,HOU,West,Southwest,105
2016,1/11/2017,OKC,West,Northwest,Win,103,MEM,West,Southwest,95
2016,1/11/2017,LAC,West,Pacific,Win,105,ORL,East,Southeast,96
2016,1/11/2017,POR,West,Northwest,Win,102,CLE,East,Central,86
2016,1/12/2017,DEN,West,Northwest,Win,140,IND,East,Central,112
2016,1/12/2017,BKN,East,Atlantic,Loss,95,NO,West,Southwest,104
2016,1/12/2017,NY,East,Atlantic,Win,104,CHI,East,Central,89
2016,1/12/2017,SA,West,Southwest,Win,134,LAL,West,Pacific,94
2016,1/12/2017,PHO,West,Pacific,Loss,108,DAL,West,Southwest,113
2016,1/12/2017,GS,West,Pacific,Win,127,DET,East,Central,107
2016,1/13/2017,PHI,East,Atlantic,Win,102,CHA,East,Southeast,93
2016,1/13/2017,TOR,East,Atlantic,Win,132,BKN,East,Atlantic,113
2016,1/13/2017,ATL,East,Southeast,Loss,101,BOS,East,Atlantic,103
2016,1/13/2017,HOU,West,Southwest,Loss,105,MEM,West,Southwest,110
2016,1/13/2017,MIL,East,Central,Win,116,MIA,East,Southeast,108
2016,1/13/2017,MIN,West,Northwest,Win,96,OKC,West,Northwest,86
2016,1/13/2017,POR,West,Northwest,Loss,109,ORL,East,Southeast,115
2016,1/13/2017,SAC,West,Pacific,Loss,108,CLE,East,Central,120
2016,1/13/2017,UTA,West,Northwest,Win,110,DET,East,Central,77
2016,1/14/2017,LAC,West,Pacific,Win,113,LAL,West,Pacific,97
2016,1/14/2017,CHI,East,Central,Win,107,NO,West,Southwest,99
2016,1/14/2017,PHO,West,Pacific,Win,108,SA,West,Southwest,105
2016,1/14/2017,WAS,East,Southeast,Win,109,PHI,East,Atlantic,93
2016,1/14/2017,UTA,West,Northwest,Win,114,ORL,East,Southeast,107
2016,1/15/2017,ATL,East,Southeast,Win,111,MIL,East,Central,98
2016,1/15/2017,TOR,East,Atlantic,Win,116,NY,East,Atlantic,101
2016,1/15/2017,DAL,West,Southwest,Win,98,MIN,West,Northwest,87
2016,1/15/2017,BKN,East,Atlantic,Loss,112,HOU,West,Southwest,137
2016,1/15/2017,MEM,West,Southwest,Loss,104,CHI,East,Central,108
2016,1/15/2017,SAC,West,Pacific,Loss,118,OKC,West,Northwest,122
2016,1/15/2017,LAL,West,Pacific,Loss,97,DET,East,Central,102
2016,1/16/2017,NY,East,Atlantic,Loss,107,ATL,East,Southeast,108
2016,1/16/2017,WAS,East,Southeast,Win,120,POR,West,Northwest,101
2016,1/16/2017,MIL,East,Central,Loss,104,PHI,East,Atlantic,113
2016,1/16/2017,IND,East,Central,Win,98,NO,West,Southwest,95
2016,1/16/2017,DEN,West,Northwest,Win,125,ORL,East,Southeast,112
2016,1/16/2017,BOS,East,Atlantic,Win,108,CHA,East,Southeast,98
2016,1/16/2017,GS,West,Pacific,Win,126,CLE,East,Central,91
2016,1/16/2017,PHO,West,Pacific,Loss,101,UTA,West,Northwest,106
2016,1/16/2017,LAC,West,Pacific,Win,120,OKC,West,Northwest,98
2016,1/17/2017,BKN,East,Atlantic,Loss,109,TOR,East,Atlantic,119
2016,1/17/2017,MIA,East,Southeast,Win,109,HOU,West,Southwest,103
2016,1/17/2017,CHI,East,Central,Loss,98,DAL,West,Southwest,99
2016,1/17/2017,SA,West,Southwest,Win,122,MIN,West,Northwest,114
2016,1/17/2017,LAL,West,Pacific,Loss,121,DEN,West,Northwest,127
2016,1/18/2017,CHA,East,Southeast,Win,107,POR,West,Northwest,85
2016,1/18/2017,PHI,East,Atlantic,Win,94,TOR,East,Atlantic,89
2016,1/18/2017,WAS,East,Southeast,Win,104,MEM,West,Southwest,101
2016,1/18/2017,BOS,East,Atlantic,Loss,106,NY,East,Atlantic,117
2016,1/18/2017,DET,East,Central,Win,118,ATL,East,Southeast,95
2016,1/18/2017,HOU,West,Southwest,Win,111,MIL,East,Central,92
2016,1/18/2017,NO,West,Southwest,Win,118,ORL,East,Southeast,98
2016,1/18/2017,GS,West,Pacific,Win,121,OKC,West,Northwest,100
2016,1/18/2017,SAC,West,Pacific,Loss,100,IND,East,Central,106
2016,1/19/2017,CLE,East,Central,Win,118,PHO,West,Pacific,103
2016,1/19/2017,MIA,East,Southeast,Win,99,DAL,West,Southwest,95
2016,1/19/2017,NY,East,Atlantic,Loss,110,WAS,East,Southeast,113
2016,1/19/2017,SA,West,Southwest,Win,118,DEN,West,Northwest,104
2016,1/19/2017,LAC,West,Pacific,Loss,101,MIN,West,Northwest,104
2016,1/20/2017,CHA,East,Southeast,Win,113,TOR,East,Atlantic,78
2016,1/20/2017,ORL,East,Southeast,Win,112,MIL,East,Central,96
2016,1/20/2017,PHI,East,Atlantic,Win,93,POR,West,Northwest,92
2016,1/20/2017,ATL,East,Southeast,Win,102,CHI,East,Central,93
2016,1/20/2017,HOU,West,Southwest,Loss,108,GS,West,Pacific,125
2016,1/20/2017,MEM,West,Southwest,Win,107,SAC,West,Pacific,91
2016,1/20/2017,NO,West,Southwest,Loss,114,BKN,East,Atlantic,143
2016,1/20/2017,DAL,West,Southwest,Loss,107,UTA,West,Northwest,112
2016,1/20/2017,LAL,West,Pacific,Win,108,IND,East,Central,96
2016,1/21/2017,BOS,East,Atlantic,Loss,123,POR,West,Northwest,127
2016,1/21/2017,DET,East,Central,Win,113,WAS,East,Southeast,112
2016,1/21/2017,ATL,East,Southeast,Win,110,PHI,East,Atlantic,93
2016,1/21/2017,CHA,East,Southeast,Win,112,BKN,East,Atlantic,105
2016,1/21/2017,MIA,East,Southeast,Win,109,MIL,East,Central,97
2016,1/21/2017,NY,East,Atlantic,Loss,105,PHO,West,Pacific,107
2016,1/21/2017,MEM,West,Southwest,Loss,95,HOU,West,Southwest,119
2016,1/21/2017,CLE,East,Central,Loss,115,SA,West,Southwest,118
2016,1/21/2017,CHI,East,Central,Win,102,SAC,West,Pacific,99
2016,1/21/2017,DEN,West,Northwest,Win,123,LAC,West,Pacific,98
2016,1/21/2017,UTA,West,Northwest,Win,109,IND,East,Central,100
2016,1/22/2017,DAL,West,Southwest,Win,122,LAL,West,Pacific,73
2016,1/22/2017,TOR,East,Atlantic,Loss,103,PHO,West,Pacific,115
2016,1/22/2017,MIN,West,Northwest,Win,111,DEN,West,Northwest,108
2016,1/22/2017,ORL,East,Southeast,Loss,98,GS,West,Pacific,118
2016,1/23/2017,CHA,East,Southeast,Loss,99,WAS,East,Southeast,109
2016,1/23/2017,ATL,East,Southeast,Loss,105,LAC,West,Pacific,115
2016,1/23/2017,BKN,East,Atlantic,Loss,86,SA,West,Southwest,112
2016,1/23/2017,DET,East,Central,Loss,104,SAC,West,Pacific,109
2016,1/23/2017,MIA,East,Southeast,Win,105,GS,West,Pacific,102
2016,1/23/2017,IND,East,Central,Loss,103,NY,East,Atlantic,109
2016,1/23/2017,MIL,East,Central,Win,127,HOU,West,Southwest,114
2016,1/23/2017,NO,West,Southwest,Win,124,CLE,East,Central,122
2016,1/23/2017,UTA,West,Northwest,Loss,95,OKC,West,Northwest,97
2016,1/24/2017,ORL,East,Southeast,Loss,92,CHI,East,Central,100
2016,1/24/2017,PHI,East,Atlantic,Win,121,LAC,West,Pacific,110
2016,1/24/2017,TOR,East,Atlantic,Loss,106,SA,West,Southwest,108
2016,1/24/2017,WAS,East,Southeast,Win,123,BOS,East,Atlantic,108
2016,1/24/2017,DEN,West,Northwest,Win,103,UTA,West,Northwest,93
2016,1/24/2017,PHO,West,Pacific,Loss,111,MIN,West,Northwest,112
2016,1/25/2017,CLE,East,Central,Loss,112,SAC,West,Pacific,116
2016,1/25/2017,BOS,East,Atlantic,Win,120,HOU,West,Southwest,109
2016,1/25/2017,BKN,East,Atlantic,Loss,106,MIA,East,Southeast,109
2016,1/25/2017,CHI,East,Central,Loss,114,ATL,East,Southeast,119
2016,1/25/2017,CHA,East,Southeast,Loss,103,GS,West,Pacific,113
2016,1/25/2017,MEM,West,Southwest,Win,101,TOR,East,Atlantic,99
2016,1/25/2017,MIL,East,Central,Loss,109,PHI,East,Atlantic,114
2016,1/25/2017,NO,West,Southwest,Loss,105,OKC,West,Northwest,114
2016,1/25/2017,DAL,West,Southwest,Win,103,NY,East,Atlantic,95
2016,1/25/2017,POR,West,Northwest,Win,105,LAL,West,Pacific,98
2016,1/26/2017,MIN,West,Northwest,Loss,103,IND,East,Central,109
2016,1/26/2017,OKC,West,Northwest,Win,109,DAL,West,Southwest,98
2016,1/26/2017,DEN,West,Northwest,Win,127,PHO,West,Pacific,120
2016,1/26/2017,UTA,West,Northwest,Win,96,LAL,West,Pacific,88
2016,1/27/2017,IND,East,Central,Win,115,SAC,West,Pacific,111
